| Caso | Precondicion | Estado |
| 1196 | Usuario de la empresa con Cuenta en Divisa moneda distinta a EUR | OK |
| 1196 | Destino fuera de ESP dentro de SEPA. | KO |
| 1198 | Disponer de un 2 usuarios que contengan un contrato de banca a distancia | OK |
| 1198 | tipo Empresa | OK |
| 1198 | que dispongan de una cuenta en la cual el tipo de firma sea mancomunada con VTPC1 configurada | KO |
| 1198 | en la cual deban firmar los 2 intervinientes para finalizar la opeación | KO |
| 1198 | y la cuenta disponga de saldo para poder realizar la operación | KO |
| 1203 | Usuario con contrato de banca a distancia de Tipo Empresa | OK |
| 1203 | Transferencia Urgente en EUR | KO |
| 1207 | Tener usuario Empresa | OK |
| 1207 | La cuenta de origen ha de tener saldo al descubierto permitido | KO |
| 1209 | Usuario Empresa | OK |
| 1209 | Firma VTPC2 | OK |
| 1211 | Usuario Empresa | OK |
| 1211 | Firma VTPC1 | OK |
| 1211 | Ha de disponer de mínimo 4 cuentas para que se habilite la visualización Box-Listado | OK |
| 1217 | Tener un usuario Empresa | OK |
| 1217 | Tipo de firma VTPC1 | OK |
| 1220 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1220 | tipo Empresa | OK |
| 1220 | con firma VTPC2 | OK |
| 1220 | Disponga de al menos una cuenta bloqueada | KO |
| 1224 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1224 | tipo Empresa | OK |
| 1224 | con firma VTPC2 | OK |
| 1224 | que disponga de al menos una cuenta que tenga saldo | KO |
| 1224 | disponer de un IBAN de una cuenta que este cancelada | KO |
| 1228 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1228 | tipo Empresa | OK |
| 1228 | con tipo de firma VTPC2 | OK |
| 1228 | que disponga de alguna cuenta con fondos | KO |
| 1230 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1230 | tipo Empresa | OK |
| 1230 | que contenga una Tarjeta Secundaria | OK |
| 1232 | Usuario con solo perfil Empresa. | OK |
| 1234 | Disponer de un Usuario que disponga de al menos una cartera BSFGS como Particular | KO |
| 1234 | otra BSFGS como Empresa. | KO |
| 1234 | Esta persona Fisica debe disponer un contrato de Banca a distancia | OK |
| 1234 | de tipo Particular | OK |
| 1234 | y otro contrato tipo Empresa. | OK |
| 1234 | En el contrato de Empresas NO debe tener marcada ver cuentas de Particulares | KO |
| 1234 | y en el de Particulares no debe tener marcada la opcion vert cuentas de Empresa | KO |
| 1237 | Disponer de un usuario con un contrato de banca a distancia empresa | OK |
| 1237 | Usuario debe tener tipo de firma vTPC1. | OK |
| 1237 | Usuario con al menos una tarjeta activas y con saldo. | OK |
| 1241 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1241 | tipo Empresa | OK |
| 1241 | y sin contrato confirmiline. | KO |
| 1251 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1251 | de tipo empresa | OK |
| 1251 | Posea diversas cuentas con movimientos | OK |
| 1251 | Tenga más de un interviniente | KO |
| 1253 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1253 | de tipo Empresa | OK |
| 1253 | y posea varias cuentas | OK |
| 1253 | Al menos una tenga movimientos | OK |
| 1255 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1255 | tipo empresas | OK |
| 1255 | con 6 o menos cuentas | OK |
| 1255 | que una de las cuentas tenga múltiples titulares | KO |
| 1255 | y otra cuenta tenga un solo titular | KO |
| 1257 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1257 | tipo empresas | OK |
| 1257 | con más de 6 cuentas | OK |
| 1257 | que una de las cuentas tenga múltiples titulares | KO |
| 1257 | y otra cuenta tenga un solo titular | KO |
| 1259 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1259 | tipo Empresa | OK |
| 1259 | Posea cuentas | OK |
| 1261 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1261 | tipo Empresa | OK |
| 1261 | Posea cuenta con múltiples movimientos | OK |
| 1263 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1263 | tipo Empresa | OK |
| 1263 | Posea al menos una cuenta con balance negativo | KO |
| 1265 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1265 | tipo Empresa | OK |
| 1265 | que posea menos de 6 cuentas | OK |
| 1265 | y una de las cuentas con más de 20 movimientos | OK |
| 1267 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1267 | tipo Empresa | OK |
| 1267 | Posea cuenta con movimientos | OK |
| 1274 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1274 | tipo Empresa | OK |
| 1274 | Posea cuentas con más de 20 movimientos cuya descripción sea larga | OK |
| 1293 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1293 | tipo Empresa | OK |
| 1293 | Posea cuentas con | OK |
| 1293 | Con movimientos cuya descripción sea larga | OK |
| 1295 | Disponer de un usuario de tipo Empresa | OK |
| 1295 | que disponga de cuentas a la vista | OK |
| 1301 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 1301 | tipo Empresa | OK |
| 1301 | Sea apoderado de una empresa | KO |
| 1303 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 1303 | tipo Empresa | OK |
| 1303 | Sea apoderado de una empresa | KO |
| 1305 | Tarjeta Secundaria Empresa vinculada a cliente con contrato de autónomo con cuentas de titularidad física y finalidad particular | KO |
| 1305 | Descripción | KO |
| 1307 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1307 | tipo Empresa | OK |
| 1307 | Posea cuentas con | OK |
| 1307 | Con movimientos menor a 90 días | OK |
| 1313 | Disponer de un Usuario que tenga un contrato de banca a distancia | OK |
| 1313 | de tipo Particular | OK |
| 1313 | y Empresa | OK |
| 1313 | Disponga de cuentas con finalidad particular y empresa | KO |
| 1313 | En el contrato de banca a distancia tipo empresa tenga marcada la opción Ver cuentas de particulares "Sí" | OK |
| 1315 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
| 1315 | de tipo Empresa | OK |
| 1315 | que tenga dada de alta más de una cuenta de depósito | KO |
| 1319 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1319 | tipo Empresa | OK |
| 1319 | que no disponga de recibos domiciliados cargados en cuenta | KO |
| 1321 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1321 | tipo Empresa | OK |
| 1321 | que disponga de recibos domiciliados cargados en cuenta | KO |
| 1341 | Disponer de un usuario autonomo o microempresa con una LIPO vigente sin deterioro, ni caducidad próxima y con disponible superior al mínimo de disposición sobre la que se haya realizado alguna disposición previa | KO |
| 1344 | Disponer de un usuario autónomo o microempresa con al menos una LIPO vigente cuyo importe disponible sea menor de 500 EUR | KO |
| 1346 | Disponer de un usuario autonomo o microempresa con una LIPO vigente sin deterioro, ni caducidad próxima y con disponible superior al mínimo de disposición | KO |
| 1348 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 1348 | tipo Empresa | OK |
| 1348 | Al menos una línea de riesgo vigente que posea más de 20 movimientos. | KO |
| 1352 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 1352 | Empresa | OK |
| 1352 | que posea varios contratos Marco | KO |
| 1354 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 1354 | Empresa | OK |
| 1354 | y qie se haya conectado mas de una vez por algún canal | KO |
| 1356 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 1356 | tipo Empresa | OK |
| 1356 | Sea apoderado de una empresa | KO |
| 1360 | Disponer de un usuario que contenga de un contrato de banca a distancia | OK |
| 1360 | tipo Empresa | OK |
| 1360 | Tenga una Tarjeta secundaria configurada | OK |
| 1362 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1362 | de tipo Empresa | OK |
| 1362 | que se pueda logar en BSO | OK |
| 1381 | Usuario autónomo con banca a distancia Empresa | OK |
| 1381 | Usuario autónomo con banca a distancia Empresa | OK |
| 1381 | con tarjetas | OK |
| 1384 | Usuario con banca a distancia Empresa | OK |
| 1384 | con cuentas | OK |
| 1386 | Usuario con banca a distancia Empresa | OK |
| 1386 | con dos divisas | KO |
| 1388 | Usuario con banca a distancia Empresa | OK |
| 1388 | con firmas de fichero pendientes | KO |
| 1390 | Usuario con banca a distancia Empresa | OK |
| 1390 | con solo un contrato marco y firmas pendientes de operaciones | KO |
| 1392 | Usuario con banca a distancia Empresa | OK |
| 1392 | con mas de 10 cuentas | OK |
| 1396 | Usuario empresa con banca a distancia Empresa | OK |
| 1396 | con tarjetas | OK |
| 1398 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1398 | de tipo Empresa | OK |
| 1398 | Disponga de tarjetas de crédito | OK |
| 1406 | Usuario con contrato de banca distancia autónomo (empresas) | OK |
| 1406 | con préstamo preconcedido con un titular (bureau S) y una única cuenta. | KO |
| 1408 | Usuario con contrato de banca distancia autónomo (empresas) | OK |
| 1408 | con préstamo preconcedido con dos titulares (bureau N) y varias cuentas | KO |
| 1410 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 1410 | tipo Empresa | OK |
| 1410 | que disponga de alguna tarjeta con la marca Apple Pay y sea un usuario que tenga BSO | OK |
| 1414 | Usuario Empresa | OK |
| 1414 | Haber realizado transferencias | KO |
| 1414 | Tener Beneficiarios guardados | KO |
| 1416 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 1416 | tipo Empresa | OK |
| 1416 | Pueda acceder como agente desde el acceso a empresas | KO |
| 1416 | El usuario Red de agente, NO debe poseer ninguna CCV en su contrato Empresa | KO |
| 1416 | El usuario Red de agente debe disponer de al menos un cliente con CCV contratadas | KO |
| 1419 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1419 | tipo Autónomo | OK |
| 1419 | con firma VTPC1 | OK |
| 1419 | Debido a proyecto HDEV-408870, para que salte SCA es necesario que el usuario no sea de confianza para el dispositivo de prueba | KO |
| 1420 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1420 | de tipo Empresa | OK |
| 1420 | que ya accedido a BSM alguna vez | OK |
| 1420 | Tenga configurada la firma VTPC1 | OK |
| 1421 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 1421 | tipo Particular | OK |
| 1421 | y no disponga de tarjetas de crédito o débito de Banco Sabadell | KO |
| 1421 | y la fecha de caducidad del DNI no esté informada en SIBIS. | KO |
| 1423 | Disponer de un usuario con contrato de banca a distancia | OK |
| 1423 | de tipo particular | OK |
| 1423 | Contrato de avisos y alertas activo | OK |
| 1423 | Notificaciones en el listado de notificaciones | KO |
| 1424 | Disponer de un usuario particular con contrato de banca a distancia | OK |
| 1424 | que tenga el servicio de Notificaciones activado. | KO |
| 1424 | Disponer de mensajes en el buzón para poder visualizarlos | KO |
| 1425 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
| 1425 | de | OK |
| 1425 | de tipo Particular | OK |
| 1425 | Debe tener cuentas a la vista | OK |
| 1425 | Disponer de un usuario enrolado en BIZUM | KO |
| 1425 | Disponer de un dispositivo que contenga un contacto con las siguiente características | KO |
| 1426 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
| 1426 | de | OK |
| 1426 | de tipo Particular | OK |
| 1426 | Debe tener cuentas a la vista | OK |
| 1426 | Disponer de un usuario enrolado en BIZUM | KO |
| 1426 | El usuario debe tener contactos asociados a su número de teléfono. | KO |
| 1426 | El usuario debe tener saldo suficiente en la cuenta para realizar la operación. | KO |
| 1427 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
| 1427 | de | OK |
| 1427 | de tipo Particular | OK |
| 1427 | Debe tener cuentas a la vista | OK |
| 1427 | Disponer de un usuario enrolado en BIZUM | KO |
| 1427 | Disponer un número de teléfono que no este asociado a bizum | KO |
| 1428 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
| 1428 | de | OK |
| 1428 | de tipo Particular | OK |
| 1428 | Debe tener cuentas a la vista | OK |
| 1428 | Disponer de un usuario enrolado en BIZUM | KO |
| 1428 | y en el móvil | KO |
| 1428 | El usuario debe tener contactos asociados a su número de teléfono. | KO |
| 1429 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
| 1429 | de | OK |
| 1429 | de tipo Particular | OK |
| 1429 | Debe tener cuentas a la vista | OK |
| 1429 | Disponer de un usuario enrolado en BIZUM | KO |
| 1429 | El usuario debe tener contactos asociados a su número de teléfono. | KO |
| 1429 | El usuario NO tiene dinero suficiente en la cuenta vinculada a BSW. | KO |
| 1430 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
| 1430 | de | OK |
| 1430 | de tipo Particular | OK |
| 1430 | Debe tener cuentas a la vista | OK |
| 1430 | El usuario no debe estar asociado a Bizum | KO |
| 1431 | Tener un usuario con contrato de banca a distancia | OK |
| 1431 | Particular | OK |
| 1431 | VTPC1 enrolado | OK |
| 1431 | e importe de la operación menor a 100€ | KO |
| 1431 | CON permisos a la agenda del teléfono | KO |
| 1432 | Tener un usuario Particular | OK |
| 1432 | VTPC1 que esté registrado en BIZUM | KO |
| 1432 | y tener activada la notificación Push en BSM. | OK |
| 1434 | Tener un usuario Particular | OK |
| 1434 | VTPC1 que esté registrado en el BIZUM | KO |
| 1434 | y tener activada la notificación Push en el BSM. | OK |
| 1436 | Tener un usuario Particular | OK |
| 1436 | VTPC1 que esté registrado en el BIZUM | KO |
| 1436 | tener activada la notificación Push en el BSM | OK |
| 1436 | y no tener la firma enrolada. | KO |
| 1437 | Disponer de un usuario que tenga un contrato de banca a distancia | OK |
